wh_max,wh_max_hh,wh_max_,tw,hm,wp_,ls,gt,ta,pa,wh_sig_,ta_,wh_sig,tw__,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
    0.4, 03,    0.6,   20.9,  51,    4.5,    8.55,   11.6,   15.8, 1023.1,    0.4,   18.5,    0.3,,12,    3.9,   10.76,   13.4,    5.8,  51,NW,서수도,Seosudo,955,2016,10
    0.2, 05,    0.5,   20.8,  46,    5.4,    8.65,    8.3,   16.3, 1023.9,    0.3,   18.7,    0.1,,13,    4.2,   11.34,   13.9,    2.7,  46,NW,서수도,Seosudo,955,2016,10
    0.2, 06,    0.8,   20.8,  69,    4.9,    8.74,    5.9,   17.9, 1025.6,    0.5,   20.8,    0.1,,14,    4.3,   11.95,   15.5,    2.5,  69,ENE,서수도,Seosudo,955,2016,10
    0.2, 09,    0.5,   20.9,  74,    5.4,    8.83,    6.6,   19.2, 1025.3,    0.3,   22.2,    0.1,,15,    4.3,   12.54,   16.9,    3.4,  74,NNE,서수도,Seosudo,955,2016,10
    0.2, 09,    0.4,   20.8,  72,    5.9,    8.84,    9.0,   18.6, 1019.4,    0.2,   20.8,    0.1,,16,    4.2,   12.98,   17.3,    4.1,  72,ESE,서수도,Seosudo,955,2016,10
    0.2, 22,    0.6,   20.8,  75,    5.8,    8.81,   10.8,   18.3, 1018.6,    0.4,   20.0,    0.1,,17,    4.2,   13.19,   17.1,    4.3,  75,WNW,서수도,Seosudo,955,2016,10
    0.3, 10,    0.7,   20.7,  60,    5.6,    8.87,   10.6,   17.3, 1020.5,    0.4,   19.3,    0.2,,18,    4.3,   13.28,   15.2,    3.4,  60,WNW,서수도,Seosudo,955,2016,10
    0.2, 10,    0.3,   20.8,  74,    6.0,    8.89,    5.8,   18.3], 1018.7,    0.2,   19.8,    0.1,,19,    4.1,   13.17,   16.6,    2.4,  74,WNW,서수도,Seosudo,955,2016,10
    0.2, 11,    0.5,   20.7,  70,    5.4,    8.76,   13.0,   18.9, 1019.2,    0.3,   21.4,    0.1,,20,    4.1,   12.82,   17.1,    3.8,  70,ENE,서수도,Seosudo,955,2016,10
    0.3, 02,    0.6,   20.5,  65,    5.4,    8.92,   13.6,   18.1, 1019.7,    0.4,   19.8,    0.2,,21,    4.0,   12.48,   17.0,    7.1>,  65,NE,서수도,Seosudo,955,2016,10
    0.2, 16,    0.4,   20.4,  69,    6.5,    8.81,    9.2,   17.8, 1014.9,    0.2,   20.1,    0.1,,22,    4.6,   11.64,   16.3,    5.0>,  69,NW,서수도,Seosudo,955,2016,10
    0.3, 09,    0.6,   20.2,  72,    4.5,    8.69,   13.6,   15.1, 1016.7,    0.4,   18.9,    0.2,,23,    3.8,   11.16,   12.3,    7.5,  72,N,서수도,Seosudo,955,2016,10
    0.2, 08,    0.3,   19.9,  64,    5.8,    8.83,   14.1,   15.7, 1017.4,    0.2,   18.7,    0.1,,24,    4.3,   10.83,   12.7,    6.1,  64,SE,서수도,Seosudo,955,2016,10
    0.6, 10,    1.0,   19.8,  76,    4.8,    8.69,   18.9,   16.6, 1011.4,    0.6,   19.2,    0.3,,25,    4.2,   10.77,   14.8,    8.5,  76,ESE,서수도,Seosudo,955,2016,10
    0.3, 05,    0.8,   19.7,  68,    5.8,    8.66,   10.3,   15.6, 1020.5,    0.5,   17.5,    0.2,,26,    4.2,   10.85,   14.1,    5.1,  68,NW,서수도,Seosudo,955,2016,10
    0.2, 05,    0.5,   19.4,  65,    5.4,    8.82,    9.8,   15.5, 1023.0,    0.3,   19.1,    0.1,,27,    4.1,   11.39,   11.2,    5.7,  65,ENE,서수도,Seosudo,955,2016,10
    0.4, 19,    1.1,   19.3,  59,    5.6,    8.64,   19.8,   15.5, 1017.9,    0.7,   17.7,    0.3,,28,    4.1,   11.68,   11.2,    8.1,  59,WNW,서수도,Seosudo,955,2016,10
    0.9, 04,    1.4,   18.7,  44,    5.0,    8.49,   19.1,    9.0, 1026.9,    0.9,   12.0,    0.6,,29,    4.2,   11.70,    7.5,   10.2,  44,NW,서수도,Seosudo,955,2016,10
    0.3, 01,    0.8,   18.0,  33,    5.1,    8.79,   12.8,   10.3, 1030.0,    0.5,   15.0,    0.2,,30,    4.1,   12.32,    7.6,    3.5,  33,NW,서수도,Seosudo,955,2016,10
    0.5>, 21>,    1.3>,   18.1),  62),    4.8>,    8.89>,   16.5>,    9.2), 1027.4),    0.8>,   15.0>,    0.3>,,31,    4.1>,   12.11>,    4.2>,    7.7>,  62),NW>,서수도,Seosudo,955,2016,10
,,,   20.9,  65,    5.7,,,   17.0, 1019.5,,   19.8,,,월,    4.6,,   14.5,    5.6,  65,,서수도,Seosudo,955,2016,10
